country,year,sex,suicides_no,suicides/100k,generation
Bulgaria,1992,male,319,28.31,Boomers
Bulgaria,1992,male,112,19.98,Boomers
Bulgaria,1992,female,166,16.68,Silent
Bulgaria,1992,male,98,15.65,Generation X
Bulgaria,1992,female,81,7.01,Boomers
Bulgaria,1992,female,27,4.89,Boomers
Bulgaria,1992,female,29,4.82,Generation X
Bulgaria,1992,male,6,1.02,Millenials
Bulgaria,1992,female,4,0.71,Millenials
Bulgaria,1993,male,141,90.15,G.I. Generation
Bulgaria,1993,female,96,42.59,G.I. Generation
Bulgaria,1993,male,351,39.89,Silent
Bulgaria,1993,male,308,27.43,Boomers
Bulgaria,1993,male,116,20.92,Boomers
Bulgaria,1993,female,197,19.53,Silent
Bulgaria,1993,male,97,15.44,Generation X
Bulgaria,1993,female,45,8.25,Boomers
Bulgaria,1993,female,72,6.24,Boomers
Bulgaria,1993,female,34,5.64,Generation X
Bulgaria,1993,male,10,1.73,Millenials
Bulgaria,1993,female,3,0.55,Millenials
Bulgaria,1994,male,175,112.47,G.I. Generation
Bulgaria,1994,male,364,41.51,Silent
Bulgaria,1994,female,86,38.22,G.I. Generation
Bulgaria,1994,male,329,29.24,Boomers
Bulgaria,1994,female,160,15.78,Silent
Bulgaria,1994,male,87,15.59,Boomers
Bulgaria,1994,male,84,13.35,Generation X
Bulgaria,1994,female,103,8.89,Boomers
Bulgaria,1994,female,33,6.02,Boomers
Bulgaria,1994,female,30,4.98,Generation X
Bulgaria,1994,male,9,1.59,Millenials
Bulgaria,1994,female,4,0.75,Millenials
Bulgaria,1995,male,169,104.77,G.I. Generation
Bulgaria,1995,male,349,40.29,Silent
Bulgaria,1995,female,83,35.58,G.I. Generation
Bulgaria,1995,male,307,27.24,Boomers
Bulgaria,1995,female,184,18.23,Silent
Bulgaria,1995,male,101,17.97,Generation X
Bulgaria,1995,male,87,13.86,Generation X
Bulgaria,1995,female,79,6.8,Boomers
Bulgaria,1995,female,37,6.72,Generation X
Bulgaria,1995,female,24,3.99,Generation X
Bulgaria,1995,male,7,1.26,Millenials
Bulgaria,1995,female,6,1.14,Millenials
Bulgaria,1996,male,191,114.92,G.I. Generation
Bulgaria,1996,male,351,41.03,Silent
Bulgaria,1996,female,94,38.75,G.I. Generation
Bulgaria,1996,male,376,33.29,Boomers
Bulgaria,1996,female,168,16.76,Silent
Bulgaria,1996,male,91,16.11,Generation X
Bulgaria,1996,male,95,15.17,Generation X
Bulgaria,1996,female,90,7.72,Boomers
Bulgaria,1996,female,31,5.63,Generation X
Bulgaria,1996,female,25,4.17,Generation X
Bulgaria,1996,female,7,1.36,Millenials
Bulgaria,1996,male,7,1.29,Millenials
Bulgaria,1997,male,168,98.77,G.I. Generation
Bulgaria,1997,male,348,41.21,Silent
Bulgaria,1997,female,95,37.85,G.I. Generation
Bulgaria,1997,male,301,26.62,Boomers
Bulgaria,1997,female,198,19.9,Silent
Bulgaria,1997,male,87,15.35,Generation X
Bulgaria,1997,male,88,14.08,Generation X
Bulgaria,1997,female,103,8.82,Boomers
Bulgaria,1997,female,31,5.63,Generation X
Bulgaria,1997,female,29,4.85,Generation X
Bulgaria,1997,male,10,1.89,Millenials
Bulgaria,1997,female,7,1.39,Millenials
Bulgaria,1998,male,201,115.52,G.I. Generation
Bulgaria,1998,female,131,50.38,G.I. Generation
Bulgaria,1998,male,359,43.08,Silent
Bulgaria,1998,male,299,26.45,Boomers
Bulgaria,1998,male,95,16.7,Generation X
Bulgaria,1998,female,156,15.81,Silent
Bulgaria,1998,male,92,14.76,Generation X
Bulgaria,1998,female,90,7.7,Boomers
Bulgaria,1998,female,33,5.97,Generation X
Bulgaria,1998,female,35,5.89,Generation X
Bulgaria,1998,male,9,1.74,Millenials
Bulgaria,1998,female,3,0.61,Millenials
Bulgaria,1999,male,178,99.11,G.I. Generation
Bulgaria,1999,male,318,38.64,Silent
Bulgaria,1999,female,76,28.08,G.I. Generation
Bulgaria,1999,male,301,26.63,Boomers
Bulgaria,1999,male,87,15.1,Generation X
Bulgaria,1999,female,134,13.69,Silent
Bulgaria,1999,male,74,12,Generation X
Bulgaria,1999,female,80,6.84,Boomers
Bulgaria,1999,female,29,5.18,Generation X
Bulgaria,1999,female,20,3.41,Generation X
Bulgaria,1999,male,7,1.4,Millenials
Bulgaria,1999,female,3,0.63,Millenials
Bulgaria,2000,male,180,96.58,G.I. Generation
Bulgaria,2000,male,289,35.52,Silent
Bulgaria,2000,female,100,35.44,G.I. Generation
Bulgaria,2000,male,371,32.91,Boomers
Bulgaria,2000,male,102,17.36,Generation X
Bulgaria,2000,female,128,13.17,Silent
Bulgaria,2000,male,54,8.91,Generation X
Bulgaria,2000,female,97,8.32,Boomers
Bulgaria,2000,female,37,6.49,Generation X
Bulgaria,2000,female,20,3.48,Generation X
Bulgaria,2000,male,5,1.04,Millenials
Bulgaria,2000,female,0,0,Millenials
Bulgaria,2001,male,162,84.01,Silent
Bulgaria,2001,male,321,39.86,Silent
Bulgaria,2001,female,101,33.88,Silent
Bulgaria,2001,male,301,27.37,Boomers
Bulgaria,2001,male,100,17.55,Generation X
Bulgaria,2001,female,118,12.25,Silent
Bulgaria,2001,male,63,11.06,Millenials
Bulgaria,2001,female,94,8.37,Boomers
Bulgaria,2001,female,25,4.63,Millenials
Bulgaria,2001,female,21,3.82,Generation X
Bulgaria,2001,female,4,0.93,Millenials
Bulgaria,2001,male,4,0.89,Millenials
Bulgaria,2002,male,181,91.16,Silent
Bulgaria,2002,male,328,40.79,Silent
Bulgaria,2002,female,95,30.84,Silent
Bulgaria,2002,male,315,28.96,Boomers
Bulgaria,2002,male,100,17.26,Generation X
Bulgaria,2002,female,117,12.13,Silent
Bulgaria,2002,male,51,9.07,Millenials
Bulgaria,2002,female,77,6.93,Boomers
Bulgaria,2002,female,23,4.31,Millenials
Bulgaria,2002,female,21,3.76,Generation X
Bulgaria,2002,male,6,1.4,Millenials
Bulgaria,2002,female,3,0.74,Millenials
Bulgaria,2003,male,164,81.04,Silent
Bulgaria,2003,male,251,31.23,Silent
Bulgaria,2003,male,261,24.16,Boomers
Bulgaria,2003,female,75,23.74,Silent
Bulgaria,2003,male,69,11.82,Generation X
Bulgaria,2003,female,108,11.17,Silent
Bulgaria,2003,male,49,8.82,Millenials
Bulgaria,2003,female,67,6.08,Boomers
Bulgaria,2003,female,23,4.1,Generation X
Bulgaria,2003,female,13,2.47,Millenials
Bulgaria,2003,female,6,1.55,Millenials
Bulgaria,2003,male,6,1.47,Millenials
Bulgaria,2004,male,142,68.88,Silent
Bulgaria,2004,male,247,30.68,Silent
Bulgaria,2004,male,238,22.13,Boomers
Bulgaria,2004,female,58,17.91,Silent
Bulgaria,2004,male,74,12.67,Generation X
Bulgaria,2004,female,105,10.8,Silent
Bulgaria,2004,male,40,7.29,Millenials
Bulgaria,2004,female,75,6.85,Boomers
Bulgaria,2004,female,14,2.5,Generation X
Bulgaria,2004,female,12,2.3,Millenials
Bulgaria,2004,male,5,1.29,Millenials
Bulgaria,2004,female,3,0.82,Millenials
Bulgaria,2005,male,126,60.05,Silent
Bulgaria,2005,male,269,33.3,Silent
Bulgaria,2005,female,71,21.41,Silent
Bulgaria,2005,male,214,20.02,Boomers
Bulgaria,2005,male,76,13.02,Generation X
Bulgaria,2005,female,84,8.59,Silent
Bulgaria,2005,male,39,7.21,Millenials
Bulgaria,2005,female,56,5.16,Boomers
Bulgaria,2005,female,20,3.89,Millenials
Bulgaria,2005,female,21,3.75,Generation X
Bulgaria,2005,female,3,0.85,Millenials
Bulgaria,2005,male,3,0.81,Millenials
Bulgaria,2006,male,154,72.48,Silent
Bulgaria,2006,male,274,33.93,Silent
Bulgaria,2006,female,71,20.99,Silent
Bulgaria,2006,male,196,18.42,Boomers
Bulgaria,2006,male,79,13.55,Generation X
Bulgaria,2006,male,45,8.47,Millenials
Bulgaria,2006,female,73,7.43,Silent
Bulgaria,2006,female,53,4.92,Boomers
Bulgaria,2006,female,17,3.04,Generation X
Bulgaria,2006,female,11,2.18,Millenials
Bulgaria,2006,male,4,1.12,Millenials
Bulgaria,2006,female,0,0,Millenials
Bulgaria,2007,male,151,70.16,Silent
Bulgaria,2007,male,238,29.59,Silent
Bulgaria,2007,female,70,20.31,Silent
Bulgaria,2007,male,180,16.97,Boomers
Bulgaria,2007,male,55,9.43,Generation X
Bulgaria,2007,female,82,8.35,Silent
Bulgaria,2007,male,39,7.52,Millenials
Bulgaria,2007,female,58,5.41,Boomers
Bulgaria,2007,female,15,2.69,Generation X
Bulgaria,2007,female,9,1.83,Millenials
Bulgaria,2007,female,5,1.51,Generation Z
Bulgaria,2007,male,0,0,Generation Z
Bulgaria,2008,male,132,60.36,Silent
Bulgaria,2008,male,248,30.93,Silent
Bulgaria,2008,male,205,19.37,Boomers
Bulgaria,2008,female,66,18.73,Silent
Bulgaria,2008,female,106,10.81,Silent
Bulgaria,2008,male,60,10.31,Generation X
Bulgaria,2008,male,48,9.52,Millenials
Bulgaria,2008,female,41,3.84,Boomers
Bulgaria,2008,female,21,3.78,Generation X
Bulgaria,2008,female,10,2.09,Millenials
Bulgaria,2008,female,1,0.31,Generation Z
Bulgaria,2008,male,1,0.29,Generation Z
Bulgaria,2009,male,120,53.96,Silent
Bulgaria,2009,male,241,30.13,Silent
Bulgaria,2009,male,211,19.93,Boomers
Bulgaria,2009,female,63,17.47,Silent
Bulgaria,2009,male,60,10.42,Generation X
Bulgaria,2009,female,72,7.35,Silent
Bulgaria,2009,male,29,5.95,Millenials
Bulgaria,2009,female,49,4.6,Boomers
Bulgaria,2009,female,13,2.37,Generation X
Bulgaria,2009,female,9,1.94,Millenials
Bulgaria,2009,male,1,0.3,Generation Z
Bulgaria,2009,female,0,0,Generation Z
Bulgaria,2010,male,137,61.01,Silent
Bulgaria,2010,male,217,27.16,Silent
Bulgaria,2010,male,202,19.09,Generation X
Bulgaria,2010,female,60,16.36,Silent
Bulgaria,2010,male,57,10.06,Generation X
Bulgaria,2010,female,74,7.56,Silent
Bulgaria,2010,male,35,7.49,Millenials
Bulgaria,2010,female,57,5.37,Generation X
Bulgaria,2010,female,11,2.05,Generation X
Bulgaria,2010,female,8,1.8,Millenials
Bulgaria,2010,male,1,0.3,Generation Z
Bulgaria,2010,female,0,0,Generation Z
Bulgaria,2011,male,98,43.2,Silent
Bulgaria,2011,male,209,25.68,Boomers
Bulgaria,2011,male,201,19.07,Generation X
Bulgaria,2011,female,48,12.87,Silent
Bulgaria,2011,male,59,10.86,Millenials
Bulgaria,2011,male,36,8.13,Millenials
Bulgaria,2011,female,51,5.15,Boomers
Bulgaria,2011,female,41,3.96,Generation X
Bulgaria,2011,female,11,2.62,Millenials
Bulgaria,2011,female,7,1.38,Millenials
Bulgaria,2011,male,2,0.6,Generation Z
Bulgaria,2011,female,0,0,Generation Z
Bulgaria,2012,male,140,61.19,Silent
Bulgaria,2012,male,244,29.44,Boomers
Bulgaria,2012,male,181,17.2,Generation X
Bulgaria,2012,female,61,16.11,Silent
Bulgaria,2012,male,62,11.91,Millenials
Bulgaria,2012,male,45,10.75,Millenials
Bulgaria,2012,female,65,6.5,Boomers
Bulgaria,2012,female,46,4.54,Generation X
Bulgaria,2012,female,14,3.54,Millenials
Bulgaria,2012,female,13,2.69,Millenials
Bulgaria,2012,male,1,0.3,Generation Z
Bulgaria,2012,female,0,0,Generation Z
Bulgaria,2013,male,113,49.52,Silent
Bulgaria,2013,male,207,24.91,Boomers
Bulgaria,2013,male,164,15.58,Generation X
Bulgaria,2013,female,47,12.35,Silent
Bulgaria,2013,male,56,10.88,Millenials
Bulgaria,2013,male,32,8.04,Millenials
Bulgaria,2013,female,41,4.09,Boomers
Bulgaria,2013,female,41,4.05,Generation X
Bulgaria,2013,female,12,2.52,Millenials
Bulgaria,2013,female,6,1.6,Millenials
Bulgaria,2013,female,1,0.32,Generation Z
Bulgaria,2013,male,1,0.3,Generation Z
Bulgaria,2014,male,120,52.83,Silent
Bulgaria,2014,male,194,23.27,Boomers
Bulgaria,2014,female,67,17.52,Silent
Bulgaria,2014,male,156,14.82,Generation X
Bulgaria,2014,male,47,9.24,Millenials
Bulgaria,2014,male,33,8.71,Millenials
Bulgaria,2014,female,54,5.37,Boomers
Bulgaria,2014,female,33,3.27,Generation X
Bulgaria,2014,female,13,2.75,Millenials
Bulgaria,2014,female,5,1.4,Millenials
Bulgaria,2014,male,2,0.59,Generation Z
Bulgaria,2014,female,0,0,Generation Z
Cabo Verde,2011,male,2,40.37,Silent
Cabo Verde,2011,male,18,38.24,Generation X
Cabo Verde,2011,male,8,18.62,Millenials
Cabo Verde,2011,female,2,10.06,Boomers
Cabo Verde,2011,male,5,8.71,Millenials
Cabo Verde,2011,male,1,6.74,Boomers
Cabo Verde,2011,male,3,5.24,Generation Z
Cabo Verde,2011,female,2,4.08,Generation X
Cabo Verde,2011,female,1,1.78,Millenials
Cabo Verde,2011,female,0,0,Millenials
Cabo Verde,2011,female,0,0,Generation Z
Cabo Verde,2011,female,0,0,Silent
Canada,1985,male,111,28.45,G.I. Generation
Canada,1985,male,502,27.27,G.I. Generation
Canada,1985,male,605,27,Boomers
Canada,1985,male,774,25.4,Silent
Canada,1985,male,560,25.17,Generation X
Canada,1985,female,255,8.43,Silent
Canada,1985,female,166,7.93,G.I. Generation
Canada,1985,female,148,6.56,Boomers
Canada,1985,female,34,5.29,G.I. Generation
Canada,1985,female,85,3.97,Generation X
Canada,1985,male,13,0.7,Generation X
Canada,1985,female,5,0.29,Generation X
Canada,1986,male,143,36.26,G.I. Generation
Canada,1986,male,719,31.97,Boomers
Canada,1986,male,878,28.34,Silent
Canada,1986,male,520,27.91,G.I. Generation
Canada,1986,male,570,26.93,Generation X
Canada,1986,female,307,9.94,Silent
Canada,1986,female,191,9.03,G.I. Generation
Canada,1986,female,172,7.55,Boomers
Canada,1986,female,36,5.51,G.I. Generation
Canada,1986,female,109,5.29,Generation X
Canada,1986,male,20,1.09,Generation X
Canada,1986,female,5,0.29,Generation X
Canada,1987,male,709,30.95,Boomers
Canada,1987,male,117,28.63,G.I. Generation
Canada,1987,male,535,28.2,G.I. Generation
Canada,1987,male,874,27.49,Silent
Canada,1987,male,532,25.52,Generation X
Canada,1987,female,298,9.38,Silent
Canada,1987,female,171,7.96,G.I. Generation
Canada,1987,female,178,7.68,Boomers
Canada,1987,female,47,6.92,G.I. Generation
Canada,1987,female,100,4.95,Generation X
Canada,1987,male,25,1.36,Generation X
Canada,1987,female,5,0.29,Generation X
Canada,1988,male,130,30.6,G.I. Generation
Canada,1988,male,679,29.19,Boomers
Canada,1988,male,525,27.27,G.I. Generation
Canada,1988,male,549,26.89,Generation X
Canada,1988,male,827,25.31,Silent
Canada,1988,female,322,9.83,Silent
Canada,1988,female,168,7.15,Boomers
Canada,1988,female,142,6.53,G.I. Generation
Canada,1988,female,44,6.21,G.I. Generation
Canada,1988,female,96,4.88,Generation X
Canada,1988,male,24,1.29,Generation X
Canada,1988,female,4,0.23,Generation X
Canada,1989,male,131,29.46,G.I. Generation
Canada,1989,male,666,28.31,Boomers
Canada,1989,male,528,26.44,Generation X
Canada,1989,male,501,25.75,G.I. Generation
Canada,1989,male,850,25.25,Silent
Canada,1989,female,322,9.51,Silent
Canada,1989,female,163,7.42,G.I. Generation
Canada,1989,female,174,7.34,Boomers
Canada,1989,female,40,5.4,G.I. Generation
Canada,1989,female,91,4.74,Generation X
Canada,1989,male,19,1.02,Generation X
Canada,1989,female,6,0.34,Generation X
Canada,1990,male,149,32.42,G.I. Generation
Canada,1990,male,703,29.63,Boomers
Canada,1990,male,884,25.38,Silent
Canada,1990,male,484,24.56,Generation X
Canada,1990,male,430,21.83,G.I. Generation
Canada,1990,female,293,8.36,Silent
Canada,1990,female,154,6.45,Boomers
Canada,1990,female,125,5.64,G.I. Generation
Canada,1990,female,94,4.98,Generation X
Canada,1990,female,32,4.16,G.I. Generation
Canada,1990,male,23,1.22,Generation X
Canada,1990,female,7,0.39,Generation X
Canada,1991,male,713,29.46,Boomers
Canada,1991,male,139,29.02,G.I. Generation
Canada,1991,male,539,27.73,Generation X
Canada,1991,male,974,26.59,Boomers
Canada,1991,male,490,24.12,Silent
Canada,1991,female,271,7.38,Boomers
Canada,1991,female,177,7.24,Boomers
Canada,1991,female,154,6.8,Silent
Canada,1991,female,76,4.03,Generation X
Canada,1991,female,31,3.89,G.I. Generation
Canada,1991,male,20,1.03,Millenials
Canada,1991,female,9,0.49,Millenials
Canada,1992,male,739,28.85,Boomers
Canada,1992,male,136,27.21,G.I. Generation
Canada,1992,male,1020,26.22,Boomers
Canada,1992,male,504,24.68,Generation X
Canada,1992,male,497,23.81,Silent
Canada,1992,female,323,8.37,Boomers
Canada,1992,female,146,6.31,Silent
Canada,1992,female,155,6.2,Boomers
Canada,1992,female,119,6.04,Generation X
Canada,1992,female,35,4.19,G.I. Generation
Canada,1992,male,26,1.3,Millenials
Canada,1992,female,8,0.42,Millenials
Canada,1993,male,1141,28.17,Boomers
Canada,1993,male,721,28.07,Boomers
Canada,1993,male,138,26.88,G.I. Generation
Canada,1993,male,488,23.75,Generation X
Canada,1993,male,499,23.45,Silent
Canada,1993,female,331,8.25,Boomers
Canada,1993,female,55,6.41,G.I. Generation
Canada,1993,female,146,6.22,Silent
Canada,1993,female,146,5.84,Boomers
Canada,1993,female,93,4.7,Generation X
Canada,1993,male,27,1.34,Millenials
Canada,1993,female,18,0.94,Millenials
Canada,1994,male,160,30.33,G.I. Generation
Canada,1994,male,1150,27.53,Boomers
Canada,1994,male,636,25.21,Boomers
Canada,1994,male,506,24.7,Generation X
Canada,1994,male,479,22.13,Silent
Canada,1994,female,339,8.18,Boomers
Canada,1994,female,152,6.39,Silent
Canada,1994,female,135,5.49,Boomers
Canada,1994,female,105,5.32,Generation X
Canada,1994,female,37,4.18,G.I. Generation
Canada,1994,male,37,1.83,Millenials
Canada,1994,female,12,0.62,Millenials
Canada,1995,male,744,29.89,Generation X
Canada,1995,male,1264,29.29,Boomers
Canada,1995,male,146,26.55,G.I. Generation
Canada,1995,male,507,24.72,Generation X
Canada,1995,male,473,21.56,Silent
Canada,1995,female,363,8.47,Boomers
Canada,1995,female,157,6.53,Silent
Canada,1995,female,141,5.8,Generation X
Canada,1995,female,96,4.87,Generation X
Canada,1995,female,34,3.69,G.I. Generation
Canada,1995,male,22,1.08,Millenials
Canada,1995,female,21,1.07,Millenials
Canada,1996,male,162,29.15,G.I. Generation
Canada,1996,male,1273,28.98,Boomers
Canada,1996,male,630,26.25,Generation X
Canada,1996,male,490,23.8,Generation X
Canada,1996,male,506,22.87,Silent
Canada,1996,female,434,9.87,Boomers
Canada,1996,female,144,5.96,Silent
Canada,1996,female,137,5.84,Generation X
Canada,1996,female,91,4.63,Generation X
Canada,1996,female,33,3.53,G.I. Generation
Canada,1996,male,32,1.55,Millenials
Canada,1996,female,9,0.46,Millenials
Canada,1997,male,1230,27.18,Boomers
Canada,1997,male,156,26.98,G.I. Generation
Canada,1997,male,535,22.67,Generation X
Canada,1997,male,464,22.35,Generation X
Canada,1997,male,490,21.78,Silent
Canada,1997,female,356,7.87,Boomers
Canada,1997,female,136,5.89,Generation X
Canada,1997,female,131,5.36,Silent
Canada,1997,female,90,4.54,Generation X
Canada,1997,female,42,4.33,G.I. Generation
Canada,1997,male,39,1.87,Millenials
Canada,1997,female,12,0.61,Millenials
Canada,1998,male,1226,26.44,Boomers
Canada,1998,male,568,24.68,Generation X
Canada,1998,male,147,24.54,G.I. Generation
Canada,1998,male,457,21.86,Generation X
Canada,1998,male,497,21.66,Silent
Canada,1998,female,341,7.36,Boomers
Canada,1998,female,133,5.91,Generation X
Canada,1998,female,105,5.27,Generation X
Canada,1998,female,129,5.19,Silent
Canada,1998,female,50,4.98,G.I. Generation
Canada,1998,male,30,1.43,Millenials
Canada,1998,female,16,0.8,Millenials
Canada,1999,male,1442,30.4,Boomers
Canada,1999,male,614,27.24,Generation X
Canada,1999,male,155,24.96,G.I. Generation
Canada,1999,male,520,22.21,Silent
Canada,1999,male,468,22.15,Generation X
Canada,1999,female,435,9.18,Boomers
Canada,1999,female,147,5.83,Silent
Canada,1999,female,118,5.35,Generation X
Canada,1999,female,53,5.11,G.I. Generation
Canada,1999,female,90,4.47,Generation X
Canada,1999,male,25,1.19,Millenials
Canada,1999,female,7,0.35,Millenials
Canada,2000,male,1254,25.91,Boomers
Canada,2000,male,146,22.66,G.I. Generation
Canada,2000,male,484,21.74,Generation X
Canada,2000,male,430,20.18,Generation X
Canada,2000,male,455,19.03,Silent
Canada,2000,female,393,8.14,Boomers
Canada,2000,female,112,5.51,Generation X
Canada,2000,female,119,5.46,Generation X
Canada,2000,female,137,5.34,Silent
Canada,2000,female,30,2.8,G.I. Generation
Canada,2000,male,29,1.38,Millenials
Canada,2000,female,17,0.85,Millenials
Canada,2001,male,1347,27.53,Boomers
Canada,2001,male,500,22.91,Generation X
Canada,2001,male,131,19.67,Silent
Canada,2001,male,481,19.56,Silent
Canada,2001,male,398,18.36,Millenials
Canada,2001,female,392,8.01,Boomers
Canada,2001,female,161,6.15,Silent
Canada,2001,female,114,5.35,Generation X
Canada,2001,female,105,5.1,Millenials
Canada,2001,female,38,3.47,Silent
Canada,2001,male,14,0.67,Millenials
Canada,2001,female,13,0.65,Millenials
Canada,2002,male,1292,26.22,Boomers
Canada,2002,male,164,23.71,Silent
Canada,2002,male,466,21.24,Generation X
Canada,2002,male,527,20.66,Silent
Canada,2002,male,384,17.51,Millenials
Canada,2002,female,370,7.51,Boomers
Canada,2002,female,124,5.79,Generation X
Canada,2002,female,150,5.54,Silent
Canada,2002,female,108,5.18,Millenials
Canada,2002,female,30,2.66,Silent
Canada,2002,male,18,0.86,Millenials
Canada,2002,female,17,0.85,Millenials
Canada,2003,male,1317,26.6,Boomers
Canada,2003,male,581,22.03,Silent
Canada,2003,male,151,21,Silent
Canada,2003,male,426,19.32,Generation X
Canada,2003,male,409,18.5,Millenials
Canada,2003,female,438,8.84,Boomers
Canada,2003,female,113,5.37,Millenials
Canada,2003,female,114,5.3,Generation X
Canada,2003,female,145,5.19,Silent
Canada,2003,female,44,3.81,Silent
Canada,2003,male,19,0.91,Millenials
Canada,2003,female,8,0.4,Millenials
Canada,2004,male,1210,24.28,Boomers
Canada,2004,male,477,21.48,Generation X
Canada,2004,male,154,20.68,Silent
Canada,2004,male,497,18.26,Silent
Canada,2004,male,379,16.99,Millenials
Canada,2004,female,428,8.58,Boomers
Canada,2004,female,181,6.29,Silent
Canada,2004,female,114,5.25,Generation X
Canada,2004,female,101,4.75,Millenials
Canada,2004,female,44,3.72,Silent
Canada,2004,male,17,0.82,Millenials
Canada,2004,female,11,0.56,Millenials
Canada,2005,male,1341,26.72,Boomers
Canada,2005,male,165,21.37,Silent
Canada,2005,male,539,19.23,Silent
Canada,2005,male,415,18.56,Generation X
Canada,2005,male,378,16.8,Millenials
Canada,2005,female,418,8.33,Boomers
Canada,2005,female,131,6.11,Millenials
Canada,2005,female,158,5.33,Silent
Canada,2005,female,58,4.79,Silent
Canada,2005,female,96,4.39,Generation X
Canada,2005,female,25,1.28,Millenials
Canada,2005,male,19,0.93,Millenials
Canada,2006,male,1202,23.8,Boomers
Canada,2006,male,188,23.31,Silent
Canada,2006,male,599,20.58,Silent
Canada,2006,male,362,16.3,Generation X
Canada,2006,male,331,14.47,Millenials
Canada,2006,female,362,7.21,Boomers
Canada,2006,female,187,6.09,Silent
Canada,2006,female,118,5.42,Generation X
Canada,2006,female,86,3.95,Millenials
Canada,2006,female,46,3.71,Silent
Canada,2006,female,18,0.94,Millenials
Canada,2006,male,13,0.65,Millenials
Canada,2007,male,1224,24.17,Boomers
Canada,2007,male,183,21.86,Silent
Canada,2007,male,404,17.95,Generation X
Canada,2007,male,539,17.93,Silent
Canada,2007,male,359,15.49,Millenials
Canada,2007,female,400,7.95,Boomers
Canada,2007,female,188,5.93,Silent
Canada,2007,female,116,5.26,Millenials
Canada,2007,female,113,5.11,Generation X
Canada,2007,female,52,4.1,Silent
Canada,2007,male,18,0.91,Generation Z
Canada,2007,female,15,0.79,Generation Z
Canada,2008,male,1241,24.44,Boomers
Canada,2008,male,192,22.16,Silent
Canada,2008,male,589,18.96,Silent
Canada,2008,male,395,17.28,Generation X
Canada,2008,male,344,14.69,Millenials
Canada,2008,female,413,8.2,Boomers
Canada,2008,female,231,7.05,Silent
Canada,2008,female,119,5.34,Millenials
Canada,2008,female,118,5.24,Generation X
Canada,2008,female,38,2.93,Silent
Canada,2008,male,16,0.82,Generation Z
Canada,2008,female,9,0.48,Generation Z
Canada,2009,male,1328,26.11,Boomers
Canada,2009,male,680,21.14,Silent
Canada,2009,male,182,20.38,Silent
Canada,2009,male,437,18.79,Generation X
Canada,2009,male,349,14.82,Millenials
Canada,2009,female,402,7.97,Boomers
Canada,2009,female,130,5.81,Millenials
Canada,2009,female,192,5.66,Silent
Canada,2009,female,119,5.19,Generation X
Canada,2009,female,46,3.48,Silent
Canada,2009,male,13,0.67,Generation Z
Canada,2009,female,12,0.65,Generation Z
Canada,2010,male,1292,25.39,Generation X
Canada,2010,male,200,21.79,Silent
Canada,2010,male,690,20.7,Silent
Canada,2010,male,409,17.28,Generation X
Canada,2010,male,371,15.73,Millenials
Canada,2010,female,402,7.97,Generation X
Canada,2010,female,237,6.75,Silent
Canada,2010,female,154,6.59,Generation X
Canada,2010,female,115,5.13,Millenials
Canada,2010,female,49,3.64,Silent
Canada,2010,male,19,0.99,Generation Z
Canada,2010,female,13,0.71,Generation Z
Canada,2011,male,1127,22.21,Generation X
Canada,2011,male,683,19.77,Boomers
Canada,2011,male,184,19.5,Silent
Canada,2011,male,410,17.08,Millenials
Canada,2011,male,364,15.45,Millenials
Canada,2011,female,390,7.75,Generation X
Canada,2011,female,135,6,Millenials
Canada,2011,female,215,5.92,Boomers
Canada,2011,female,134,5.65,Millenials
Canada,2011,female,55,4.02,Silent
Canada,2011,female,18,0.99,Generation Z
Canada,2011,male,13,0.68,Generation Z
Canada,2012,male,1205,23.83,Generation X
Canada,2012,male,770,21.47,Boomers
Canada,2012,male,180,18.61,Silent
Canada,2012,male,419,17.23,Millenials
Canada,2012,male,381,16.15,Millenials
Canada,2012,female,385,7.67,Generation X
Canada,2012,female,241,6.42,Boomers
Canada,2012,female,137,6.07,Millenials
Canada,2012,female,129,5.37,Millenials
Canada,2012,female,45,3.24,Silent
Canada,2012,female,17,0.94,Generation Z
Canada,2012,male,17,0.88,Generation Z
Canada,2013,male,1244,24.72,Generation X
Canada,2013,male,231,23.31,Silent
Canada,2013,male,812,21.8,Boomers
Canada,2013,male,439,17.87,Millenials
Canada,2013,male,300,12.7,Millenials
Canada,2013,female,400,7.99,Generation X
Canada,2013,female,255,6.56,Boomers
Canada,2013,female,138,6.1,Millenials
Canada,2013,female,135,5.55,Millenials
Canada,2013,female,65,4.61,Silent
Canada,2013,female,20,1.1,Generation Z
Canada,2013,male,15,0.78,Generation Z
Chile,1985,male,34,38.81,G.I. Generation
Chile,1985,male,100,18.59,G.I. Generation
Chile,1985,male,174,14.48,Silent
Chile,1985,male,122,12.67,Boomers
Chile,1985,male,133,10.73,Generation X
Chile,1985,female,21,3.31,G.I. Generation
Chile,1985,female,40,3.19,Silent
Chile,1985,female,27,2.22,Generation X
Chile,1985,female,3,2.12,G.I. Generation
Chile,1985,female,19,1.98,Boomers
Chile,1985,male,9,0.73,Generation X
Chile,1985,female,1,0.08,Generation X
Chile,1986,male,21,22.98,G.I. Generation
Chile,1986,male,116,21.09,G.I. Generation
Chile,1986,male,156,12.61,Silent
Chile,1986,male,124,12.1,Boomers
Chile,1986,male,108,8.56,Generation X
Chile,1986,female,37,3,Generation X
